Region,Year,Land_Cover_Type,Area_sq_km,NDVI,Population_Density,Temperature_Anomaly
Europe,2020,Barren Land,5449.387400681588,0.4923043271916312,96.35981770010262,0.9317786174855869
South America,2007,Forest,9593.986708536195,1.0381498456118277,111.27118350792327,2.1738972796282092
Africa,2024,Agriculture,743.7613830514094,0.7552474299110566,540.2188779662719,-0.5512592413750719
Europe,2006,Forest,4995.6725164778945,0.6602242934524731,87.46056903621303,-0.8554835806010738
Arctic,2014,Forest,9460.363334839765,0.12863108324044453,108.79339799172436,1.5727246305591827
Arctic,2020,Forest,5906.577440480953,0.40264165541356584,47.75730100323604,1.4116589292615929
Arctic,2002,Forest,1994.1431917134612,0.45023915453163105,245.1786505848772,0.11638196146616786
Africa,2016,Water,5460.539185849655,0.8480553091406746,221.27980188613438,1.6354517349649877
Arctic,2010,Water,6516.55865326552,0.2948464936639661,26.698826613012542,1.5819497000169327
Asia,2008,Barren Land,6837.851950402659,0.5115726517163268,98.71857721821726,-0.15967449217735546
Europe,2004,Water,5834.044314931835,0.5953456348541434,277.70888802151853,0.6274572142343657
Arctic,2024,Wetlands,3914.3284881906757,0.42730100186341785,109.37492692466672,3.386095817929748
North America,2009,Agriculture,3112.1702988063457,0.6025016689386273,9.25537761811685,-1.160566672566252
Africa,2014,Wetlands,10774.476353978598,0.3060734795149661,122.93607941336909,0.35761913769898324
Asia,2013,Water,4711.951508350942,0.608921126353877,99.09094271406161,-1.2157844986207407
North America,2003,Agriculture,3737.7363482205974,0.8037956582412438,1211.4436883303383,0.333648345547148
North America,2020,Agriculture,1837.2344323968657,0.5536016228768136,42.693595953997075,0.29221412643212563
North America,2019,Forest,1738.446073222467,0.6025908748893192,501.9693037281743,-0.47301202909485857
North America,2001,Barren Land,3189.163775747716,0.6866953996020118,96.29052871024382,0.23345552448619367
Europe,2011,Forest,5235.732128828559,0.7545491473390197,591.1287472023952,0.25178735867218116
Arctic,2000,Forest,4969.940688226565,0.08721004749777068,20.068327543074147,1.9183211405795368
Australia,2023,Wetlands,4755.531116713068,0.6802489127179446,83.22491765630683,-0.20459905314313978
Europe,2019,Water,3578.0018563240906,0.4260395440688677,371.08624308977886,-1.364373041685712
Europe,2004,Wetlands,6745.462776188073,0.8527186240245896,552.7531091469674,-1.0907151579617478
Asia,2005,Water,7659.552165210661,0.8766423907348332,190.5422897482688,-0.6142249450730328
Asia,2023,Wetlands,1279.796095312002,0.45899105449964017,375.5177914089144,-1.008677960332767
Arctic,2010,Agriculture,2116.899780221662,0.43751793866316907,6.011481318617385,1.4267118687032359
Australia,2007,Water,12389.984981025036,0.348656411964797,832.3155682319679,-0.07615671051650283
Asia,2006,Water,3032.514665074049,0.6461155371615822,30.426985148274603,0.0882499824033175
Arctic,2003,Wetlands,3100.9599893925574,0.08002188444376707,7.528962021981349,2.5616777087233014
Arctic,2005,Urban,1708.2299821837425,0.043198295762471556,10.205483541172434,2.1568834637986827
South America,2015,Agriculture,6866.308341541201,0.7916207219022547,49.728902906639,0.11900792548729246
Australia,2019,Agriculture,14470.163255257965,0.8150272314375708,156.60658691582563,0.5364063202304481
Asia,2014,Urban,1712.2372120042605,0.21043558143031832,183.60070881192854,-0.9168878701558746
Australia,2013,Wetlands,7166.644873689797,0.37181874155753225,219.31033165638746,-0.8332444476420678
Europe,2022,Wetlands,1504.3733720669882,0.4608191454111604,12.49656107388925,-0.3732109344538801
Europe,2011,Agriculture,6447.157870914723,0.7956995913157248,74.19478541912741,-0.6972039778647355
Australia,2011,Wetlands,1534.0836676841243,0.2687947380967344,494.7082799857678,-1.7530695679706172
South America,2015,Barren Land,455.7633031386726,0.33589618504127716,499.1756021622558,0.5759867954943182
South America,2014,Barren Land,12294.917213343659,0.7283543474022142,120.14629316795845,-0.9983182659361296
Australia,2012,Urban,2342.876749199733,0.3392862226932531,185.50897530439022,1.8116063049350655
Asia,2010,Water,875.1271947628211,0.17434187201240342,60.801215085918905,0.16536764772254423
Africa,2016,Barren Land,5875.603852586084,0.7430178410818365,621.6328580107604,-1.5017257732909
South America,2020,Wetlands,5289.534459047889,0.6160546455454595,941.7680313298246,0.6669333194854921
North America,2014,Urban,7370.6756665120465,0.11384689422849566,103.3192690746395,0.033277763324764946
Europe,2013,Barren Land,2906.4778447997346,0.7046537573318145,456.89265567107753,0.29098125819472476
Australia,2009,Forest,2771.024775039028,0.8187994223993547,130.33958456615602,-0.4975664313884472
North America,2011,Urban,2369.2441280765415,0.08544953969581166,0.7912189346781988,-0.931245783262877
Australia,2015,Agriculture,3635.045667478991,0.5018008459291109,274.6830839735029,-1.4612706527456658
Arctic,2014,Barren Land,5705.052345690581,0.35331643314026634,15.849259626120498,0.7179988860284381
Europe,2009,Agriculture,4384.745141274145,0.25323530144625006,426.1850401940265,-1.3680998354089975
Europe,2003,Urban,2294.846691439579,0.18808512716517445,414.4088584585232,-0.3574010262409019
South America,2022,Barren Land,3498.832396139759,0.19659289975624913,875.8049984188721,-0.051607325873054215
South America,2008,Agriculture,1130.0795396437966,0.3454679392327149,172.77942981924937,-1.547080295022394
North America,2020,Water,2972.4647393633154,0.2743559207212274,197.63062684125495,0.9026778771499253
Arctic,2019,Water,2659.9672333244143,0.25202845068994234,15.345040929810935,2.14164474550769
Australia,2008,Forest,7410.958056491497,0.2555667214279223,105.69343351122643,2.4271169708628144
Arctic,2020,Wetlands,3921.378351195688,0.20326030215700513,30.470258751175187,1.5949012130804228
Europe,2024,Urban,3004.676428174474,0.12805212959541104,528.1423689504942,2.2329713791984322
North America,2023,Wetlands,3331.2083205541476,0.6968391313655814,51.525131379248585,0.7459851353123952
Africa,2019,Wetlands,4456.677941550506,0.6597358185082751,1443.058879994637,-1.9593431376819672
North America,2010,Agriculture,1352.5079027134855,0.17594442373249822,345.42109271427273,-1.190671055353129
Asia,2010,Forest,5631.30608941315,1.0353445323628017,454.3897437673825,0.31795076119577464
North America,2006,Urban,278.5276364114543,0.27829853378562847,2031.5967135278318,-1.747591250171471
Arctic,2020,Water,2326.061863483633,0.2963834782991074,21.037285663219578,1.1037433059033055
Asia,2009,Wetlands,1802.0436267822774,0.48216119582774775,22.188031661017273,-1.5923375998844918
Asia,2003,Agriculture,2370.147515274347,0.24233793661235117,468.6113669891072,2.1387117958919863
Asia,2004,Wetlands,5542.9787265026425,0.869612781589435,613.839233403983,1.098627956790487
Africa,2004,Barren Land,4539.005672064598,0.10628670136192656,63.79603811272859,-0.33898285965116143
North America,2010,Water,3369.81953728229,0.653984907383902,7.330051065186381,1.5124022949455542
Arctic,2008,Wetlands,5321.163582942,0.2529777298153194,4.379353601038021,3.257908170311175
North America,2015,Barren Land,5051.0595130233,0.8220655120196593,117.45375626686592,1.310339857876604
Africa,2008,Barren Land,7190.190071853036,0.40455782348382074,929.061595086607,-0.5593309780526287
Europe,2021,Agriculture,3412.3875898064557,0.5149155351743606,0.7410727086367026,-0.30888589335885325
South America,2003,Agriculture,7105.095429508414,0.6938715135307089,488.5830020295111,-1.0965922578685692
Arctic,2001,Barren Land,1751.106873638759,0.06902661732900893,57.90060656448506,1.8862856540517037
Arctic,2013,Forest,3006.9209716895575,0.08614811569201035,49.9885547903331,1.187442448190331
North America,2002,Wetlands,2420.2767816454884,0.269338199070343,25.737425552260152,-1.0741294794752934
South America,2017,Barren Land,2523.9038411239276,0.21713966682338298,341.0718683517161,1.1315973674556363
Australia,2020,Barren Land,1561.2660499957929,0.1051547746671143,923.1062798758202,0.6716112165149577
Australia,2005,Agriculture,6133.201807469151,0.5983918576849686,38.473708037986505,-0.8824138729075413
Africa,2010,Wetlands,7730.894830153129,0.736750373964806,11.590028953531325,0.9454536897051024
Australia,2020,Urban,2940.8067349685507,0.3462767924273892,620.6312787713159,0.30881804814941766
Arctic,2017,Water,4590.729954727576,0.22636012706876735,31.06318175865825,1.6846359478004127
Australia,2011,Agriculture,6393.179206216848,0.3237765265932547,311.90677568668656,1.590760816042761
Europe,2004,Wetlands,9312.438653739147,0.791121959022798,1000.8878598266369,0.30538269849327965
Europe,2008,Wetlands,1024.9786576757156,0.7755164902715139,440.59718619190625,1.7775210089085387
Europe,2019,Forest,3093.6437945103867,0.7198494824963552,151.9728425029218,0.5659046088201052
Australia,2017,Water,7661.740664695603,0.3185192309135477,171.72580807252012,0.6518722780133893
Africa,2018,Agriculture,19265.924912092956,0.8268140759247475,56.26612323156911,-1.0758522288957204
Asia,2002,Agriculture,4300.790888302289,0.24272106935342325,108.74318071724981,-0.557103574276266
Asia,2008,Urban,6014.525547440174,0.0539668811659794,176.85445356385034,1.457464072478596
South America,2003,Forest,142.4769073652988,0.8847535533382698,90.77188875640554,1.16193658807588
Asia,2016,Forest,4466.122139409373,0.6611126980170803,742.6277736234343,-0.35833305617288386
Asia,2016,Wetlands,2857.8954312353967,0.29717425369482015,3.5618634354030627,-1.3529374189130081
Europe,2022,Wetlands,5612.30728277223,0.6367165298561701,265.30835200812226,1.6597739498876185
Europe,2022,Agriculture,9692.86102172625,0.7133732190502122,443.0077179182072,1.0666427390391369
Australia,2001,Urban,3385.2486366191533,0.310254704429534,395.1525253404897,-1.144425111293387
South America,2008,Agriculture,3259.8908158410595,0.3257008127749049,309.6224143558538,-1.144548197180174
North America,2008,Barren Land,2128.3369115887754,0.12046996100155952,158.46046161822855,1.8335521549324723
Arctic,2004,Wetlands,294.6596719799046,0.2540155280107411,75.20618833315334,1.4923831306213666
South America,2014,Barren Land,2274.223865821276,0.7848628785043148,119.67185159692917,-0.48983477468452546
South America,2014,Urban,952.1953693119292,0.10650282792382022,416.0493030677982,-0.6805245959368336
Africa,2002,Agriculture,1588.1140832362066,0.43690037849483077,940.5093683759686,0.35546995797796976
Australia,2018,Wetlands,4521.4565163741545,0.305136588067911,41.221765924048924,-1.4002753868765476
Africa,2002,Urban,1820.4618009096635,0.044276048455651106,1058.037747756967,0.23759599274603516
South America,2005,Agriculture,3609.1501518923483,0.8188192771546776,448.8765676482359,-1.406737259703862
South America,2003,Agriculture,11879.838635648988,0.20804258136719325,287.5964111401604,-1.399703405726604
South America,2023,Barren Land,2514.0011769292987,0.7134136926028055,140.23345042630234,-1.3656348965533942
Asia,2012,Water,1064.3831422391324,0.3772825854333285,703.8527287146806,-1.3271746370242707
Arctic,2012,Forest,10038.50018966434,0.1932873162751993,1.351268378909274,2.722364177037173
Arctic,2010,Wetlands,1511.8370540090727,0.4264115546021474,16.959988404518217,2.7226911322164593
Africa,2004,Forest,3525.6374551684294,0.7509115072710167,508.74781504032967,-0.16270263256743916
South America,2000,Urban,6802.6828759957325,0.25981525181487225,500.0254865785698,-0.631561792204981
Arctic,2008,Forest,1309.413364178947,0.42463340085784546,6.779872097815065,3.381797534671681
Europe,2016,Barren Land,2186.61397014711,0.37274666881813134,14.632514670103006,0.6948396174462641
Arctic,2021,Water,1241.1153062255378,0.27546579227830925,48.71388835336183,0.8213142538853697
Australia,2000,Wetlands,6736.631975678673,0.31617867523750853,164.39851189566383,0.35056008058957505
Australia,2002,Agriculture,1192.1028938942527,0.7676332123814953,46.47860024325362,0.2989863658478419
Arctic,2014,Agriculture,4956.919937899935,0.289722951719464,2.6835765651226047,2.7184507987763
Europe,2020,Barren Land,3129.485378385303,0.2947254608328941,307.02882368695185,2.7490077347626656
Australia,2022,Wetlands,2085.2294316561706,0.8198067250574226,262.2697138214992,-0.8184320753448803
Asia,2009,Forest,3074.8106807163135,0.6776064004644977,577.2248239327569,0.5544231899879244
Arctic,2007,Agriculture,2378.381121205165,0.24801220130296525,0.96227971030788,3.4960195543932873
Asia,2011,Forest,1744.7100283235654,0.15310808297468845,608.4585661406281,1.7182435038044368
Arctic,2024,Barren Land,535.1032186366392,0.41392080206424503,65.47563565643779,2.1805495769098697
North America,2021,Agriculture,1283.7886370918286,0.8618191328251025,177.33950179210134,-1.307642934160056
North America,2014,Urban,3912.2643993216293,0.22003156090809728,23.929419434849642,-1.7948966487565017
North America,2008,Water,2655.5826524774425,0.4540106828916459,879.7889608297181,0.8264678634197106
Australia,2023,Forest,4887.353943340055,0.4651824633645027,22.426731685302286,0.34252894432889386
Asia,2024,Wetlands,3600.4544069875164,0.31443838602882856,267.9739727673961,0.12812857001362166
Asia,2009,Forest,162.29775679750568,0.671548164292038,203.8659020449256,0.28264566459967544
Asia,2019,Forest,4520.166722495461,0.24297125089398275,540.7001760455028,0.978515912237696
Europe,2008,Forest,1102.4188665522506,1.0024066639153344,209.51235742809897,0.5463434058917431
Asia,2014,Barren Land,3340.628118111325,0.24076699044625666,189.96594078599367,0.3866553607653294
Europe,2022,Barren Land,727.3079799601121,0.6964106098748138,637.7088457996545,-0.5935827212498311
North America,2020,Wetlands,6539.616997690876,0.3455102178949212,997.3549369667579,1.0394790850405522
North America,2020,Barren Land,5705.368760211559,0.28085686214294264,239.06610866185804,-0.5773004394977086
Australia,2000,Wetlands,2760.5315460404427,0.5462953434838238,181.93891909716285,0.9677464046784847
Arctic,2001,Wetlands,5550.418964482241,0.35604999246380203,53.35259100571403,1.6073452175777816
North America,2018,Barren Land,1371.6462500571788,0.6813893351522518,533.5229229028992,0.5894291571491407
Arctic,2013,Agriculture,1951.5127084348237,0.143502540358883,11.542609586107655,3.7636121435220646
Arctic,2007,Barren Land,6411.492080295806,0.18220094010784038,25.756483563731734,2.660572889123552
Australia,2005,Agriculture,73.42850311885593,0.7950657464003009,50.21226143128211,1.4163497890126024
South America,2011,Urban,2845.3515348552305,0.27143799824525056,302.8031794106755,-0.3714338907186783
South America,2014,Barren Land,4279.354608414147,0.6701551242820496,538.710392801645,0.0961607363050564
Africa,2013,Urban,3371.043272471524,0.12604962442620513,74.75685514098453,-0.3546140432587659
Australia,2020,Barren Land,7655.291553098499,0.7336034461395484,117.04605025205498,-1.659700170904688
Africa,2000,Urban,13726.72285997788,0.1546936945383801,214.52443547385244,1.0687102267964452
Africa,2010,Water,6765.248756686408,0.4211124161274479,671.344861775127,0.5688778356091226
South America,2024,Urban,1111.5906509932306,0.13201954848023237,394.32610581858904,0.49792203113932987
Australia,2002,Agriculture,5623.560864752243,0.19711219763139357,114.32120072965694,1.2317658740007862
South America,2018,Forest,11505.81606832106,0.5235778204759662,83.53090531758126,-1.1354115721528575
Africa,2017,Wetlands,5201.102745818676,0.11355160153789488,428.31241217896746,-1.3753653489583388
Australia,2019,Urban,2959.4378747903456,0.1858912766167231,196.1130232308905,1.2413672129977638
Africa,2001,Forest,2189.8489409740405,0.8160061805790267,324.1097109422905,-0.07034141956772438
Asia,2024,Water,4116.404069095927,0.86859602621158,313.83224621647383,0.21485050807405295
Arctic,2006,Water,3035.714731937729,0.08144525782641338,24.540009027448107,0.5328982893748471
Australia,2007,Agriculture,240.98625216457648,0.3250325633403961,284.85501810052307,1.4721249296157566
Australia,2018,Agriculture,5378.324966368721,0.49530484128936025,655.4490240188877,0.6712554506877746
Arctic,2021,Urban,985.573162351001,0.04726207179230662,60.79384558340014,1.4243996379338997
Africa,2014,Barren Land,19259.28598015195,0.19346281766104376,58.0980331152624,2.0857020865164637
Asia,2009,Water,3643.1423669247233,0.4618544843604404,264.926945751316,-1.3634672075789078
Europe,2021,Forest,2769.664290708644,0.6775013077365185,173.57185106650687,-0.32941684069754057
Arctic,2000,Barren Land,3517.109101096309,0.3780830906185449,10.08601136007581,2.9869613585536166
South America,2005,Water,3350.2399045557518,0.898242737435343,299.2074594820428,1.1532772467815353
Africa,2012,Urban,3575.1929716567975,0.28776664959589915,257.45567265747906,-1.4931344482165554
Arctic,2013,Water,650.0703173802657,0.1385361807865281,44.73685774014797,1.7166313910305127
Arctic,2002,Agriculture,7771.731013901206,0.349191227504499,2.9426436980920454,2.745798250659971
Australia,2010,Forest,3479.3694436398755,0.635667479346319,108.15358132609046,1.4730599963569715
South America,2002,Forest,6782.736363749948,0.5527771926753015,7.836134027715472,1.3889239325832816
South America,2018,Agriculture,754.5249395977042,0.8485827951258157,411.07877227845046,0.7004346631592917
South America,2009,Barren Land,1679.3324460619024,0.6616740695357292,730.6886945120885,0.08968639229259193
Arctic,2014,Agriculture,2219.4738589411118,0.32267722941758314,26.5565801366038,1.820624344652309
Europe,2010,Forest,1142.167240568858,0.1312857261384962,287.8997633631749,0.4981197608562887
North America,2014,Urban,5371.041094898379,0.3168228772415306,14.261198113343399,1.434019320064357
Africa,2023,Barren Land,4021.0134996430115,0.7346403819282489,252.26586664679712,-0.21402099164510718
North America,2012,Wetlands,4034.6760749132604,0.33915350234435404,224.51694169554492,-0.2731706725248369
Arctic,2004,Water,1920.5331728928381,0.1668453650026435,1.192629620587816,3.1452534426368044
North America,2003,Wetlands,6984.253954640666,0.14278276804152004,457.5112995993566,1.0616091834626706
Arctic,2012,Urban,5832.879106063559,0.02813702779658835,9.785209261862617,1.500104515792008
North America,2008,Wetlands,5250.464199969633,0.6348756107693451,385.60584578443604,-1.3187575955332071
South America,2024,Barren Land,3637.154852638831,0.24899009032622355,154.71393788641564,-1.713443645896305
Asia,2016,Forest,7775.083003756315,1.0066059358450086,1631.0075654717753,0.13016589225954625
South America,2001,Forest,5882.9000876842565,0.9287082509039545,71.55526825330355,-1.1045974227137048
South America,2023,Urban,3108.7752161733033,0.1516432512102988,18.000039779006233,0.8962607129457156
Australia,2004,Wetlands,2090.394498646166,0.4040548414499484,1172.1926384475728,-1.7167354078687798
Australia,2015,Barren Land,2670.4028233207464,0.3618212486838245,83.85148615033289,1.6136300925883449
North America,2006,Water,4664.578314818946,0.17391593055340743,302.6297097788605,-0.33679615777660243
Arctic,2000,Wetlands,748.0386215775036,0.06257206306008718,14.079390584278016,1.2012686479185148
South America,2011,Wetlands,1612.9167844246706,0.4617065266719179,306.1854151347373,-0.5411571204163589
North America,2020,Water,7695.2552792646,0.8544320915931956,271.94563045751045,-0.8647675802474665
Australia,2010,Agriculture,6535.2737303190615,0.8337994566553082,368.55535666270134,1.5147042755083011
Asia,2011,Urban,2687.624188147461,0.2991483971588366,5.584666572393516,0.6716298383466593
Africa,2018,Barren Land,27927.303061667102,0.6028759419544037,651.26656939544,0.0968512509333819
North America,2011,Urban,5654.967854628139,0.31399117014126365,195.40923219800538,-1.2028794891613221
Asia,2011,Water,3506.2993950104355,0.5120548141852513,219.47460901847185,-0.05504296556236884
Africa,2013,Barren Land,9927.772548257448,0.2441281064165054,190.57387154885012,-0.7706226525796559
Europe,2001,Forest,2015.5373008922095,0.7768035338776624,1363.575007854183,-2.630950184261199
North America,2001,Forest,1750.729818441079,1.0038201937713556,485.1977432227243,-0.6936058479563586
North America,2024,Barren Land,3016.2268944993325,0.11568407792459744,111.92553215915963,0.6052397407313095
Europe,2003,Urban,3377.2111979234664,0.12046209670653785,458.45593039278987,-0.4261393872853045
Europe,2019,Urban,1754.1557025585664,0.12494022120680688,172.33924620787016,-0.14498954022086044
North America,2022,Forest,8423.541212227165,0.2150779570716105,612.0970409743101,1.040994062201691
Europe,2015,Forest,2489.0721825808887,0.3364744525426074,9.399679205437712,0.8619514080437668
South America,2009,Water,570.8402009804561,0.4071856623291351,131.74061740020733,1.9609172124279175
Africa,2012,Barren Land,5466.46019465578,0.8518683398786593,202.24861136298293,-2.193549099577021
Africa,2001,Urban,4245.830697227686,0.3152850461205749,490.87916310830866,-0.8422877397985048
Africa,2002,Water,9156.232527248652,0.8568049794100935,72.45363018146408,0.9081417015434889
South America,2018,Urban,2036.381866756198,0.07858296855114855,101.17982513576806,0.4313953877011515
Arctic,2005,Forest,5407.428241343312,0.0734632615772432,38.60762352172648,2.0994662783682725
Europe,2018,Barren Land,4065.463574978188,0.18790653152888404,23.9870026555143,-0.6047914136913766
Asia,2020,Agriculture,6895.16871490129,0.8314365078821017,67.364972468842,0.22645147117972228
Europe,2019,Barren Land,3619.513558874019,0.2259909108284405,419.95563081695667,0.16888684070935414
North America,2018,Wetlands,1675.4294531086532,0.5581093652580199,625.1039152607592,-1.851991654378832
Australia,2007,Agriculture,4221.425711192664,0.2820658958886096,391.5006481218542,0.21363378707569683
Africa,2013,Water,1927.7997264520118,0.11650833993343959,269.6228246899886,-0.5170304111933836
Europe,2009,Agriculture,342.666042287638,0.16769707371406212,31.295418157835712,0.841064255117504
Asia,2002,Agriculture,1794.7930024321417,0.6678376183731305,526.7308227871681,0.34465640017353383
North America,2005,Water,7204.608243931404,0.24589316161067132,39.73011190658866,1.9559052852458976
South America,2014,Barren Land,10779.972255461584,0.28331136434678356,145.8781756043066,-7.341414471059449e-05
Arctic,2022,Water,735.1556127315409,0.20090260032947432,1.5545717461137831,0.9086888802030193
South America,2022,Wetlands,6376.420855552348,0.6257932481089388,371.02638619635684,-2.488657051626951
Asia,2017,Forest,9609.411203098549,0.5705974972412796,210.04849600179108,-0.938275726376146
North America,2013,Forest,1249.7670596451665,1.0268258073540188,714.5135996428129,0.37735136122897295
Africa,2018,Agriculture,12724.496463166424,0.4473457525917307,53.77022758952062,0.6328707812663652
Europe,2009,Water,1010.2484551720871,0.25930473615797733,513.0526563580777,-0.6052028582154119
North America,2014,Water,3028.317699009898,0.5289142715272065,214.41468967202562,-0.4301295034397943
Arctic,2003,Water,4429.399505632781,0.23035584603794684,13.675561507105298,2.069936329275982
South America,2022,Wetlands,1350.6686283462366,0.7297106708280239,309.4826024771749,0.38005320932060965
Arctic,2001,Wetlands,8137.845890011878,0.42404849221579294,46.8791160624536,3.0200816888505173
Arctic,2002,Barren Land,3274.7749237305634,0.38451809121460295,17.409841255666763,1.412422828925345
Asia,2006,Urban,5970.382091079367,0.16449271197630153,79.50454782777503,-0.7426311648051591
Asia,2022,Urban,1427.7390198368973,0.10915715913323512,742.3294500661332,2.024792435676716
Europe,2015,Urban,11204.411606009018,0.33263645984445683,112.62531093959254,1.78322847915437
Asia,2009,Barren Land,4825.185803703251,0.40875172114973446,1902.1268986929579,-0.5294261746938566
Asia,2018,Water,4678.4235585338565,0.7161652987589682,437.43370307307015,1.1425391113428456
North America,2016,Urban,4371.18760568776,0.35664874918812506,349.25180744179676,2.2047087589895487
Africa,2018,Water,7094.976008745234,0.5619541452122209,4.491808533280322,1.3169583387898993
Europe,2004,Agriculture,5570.864357200262,0.4839043746951085,178.5510729667926,-0.762909700616666
North America,2022,Urban,2495.594883898958,0.26395865039398897,209.42444568590946,0.10481250515052777
Africa,2019,Agriculture,1427.4339762787718,0.25514478463251267,169.99498498597964,-1.7518117983101276
Arctic,2012,Barren Land,998.2612997562218,0.24529589551946007,4.874618505887443,1.0350531376737662
North America,2012,Forest,3492.123895107898,0.41983752682591274,137.39901373374093,-0.015301295389142953
Australia,2010,Wetlands,9803.393957690665,0.23138229654054393,23.379816465289565,0.21975580722921584
North America,2010,Barren Land,3010.0123702388078,0.5881092392247623,103.13562009430031,-0.6929907816439684
Asia,2015,Barren Land,7461.644748429522,0.5605648683665174,26.21665194256559,-2.7516731235016407
Africa,2014,Barren Land,4674.4888196909715,0.7089628797940318,502.5727682297658,0.19356285732360615
Europe,2016,Urban,9046.515387587686,0.3193504397572356,333.65272118868575,0.7281716263489562
Europe,2021,Agriculture,4644.925956452905,0.2763007888167114,843.6890853135734,0.7661231188818505
Africa,2017,Wetlands,6240.745635882581,0.7237621216430402,172.05156153609906,-0.2058518339501334
Asia,2018,Urban,6973.263079871716,0.1575632514409373,462.81562836153876,-0.13516155621012446
South America,2003,Forest,4604.899235251208,0.7236533777216878,265.73369772044225,0.2465056422476731
North America,2021,Wetlands,5401.803967081328,0.780192022076649,311.6251734874246,0.408899154184648
Asia,2021,Barren Land,3441.62781716947,0.30494809222865515,237.86457834720915,-0.09344932477403875
Australia,2022,Water,4368.263686309874,0.5807690271726698,453.09523727878025,-2.322982199025217
Arctic,2004,Forest,1091.306068132119,0.29055306105608686,1.2869567198851766,3.397047572453216
Africa,2006,Agriculture,12098.852168862124,0.7324618347605752,30.208450577209216,-0.4643380180015672
North America,2001,Forest,8249.75785876652,0.7893516469834609,30.252479069267164,-1.223899570321578
Europe,2000,Urban,2598.959286846679,0.28628218748903733,102.19439116899913,-0.3925845067596692
Arctic,2011,Water,3203.2414728870626,0.16517725184128323,26.83065184195839,2.111686208155225
South America,2009,Urban,11034.658463228408,0.2653940141085107,311.21357414392867,-0.6090817256451742
Australia,2007,Wetlands,2660.4097491172597,0.5846446994076949,374.06792272114257,-0.5400389123895996
Europe,2000,Barren Land,5814.551082935288,0.46534436483660535,98.86939871334998,-0.32463547786290087
Africa,2011,Barren Land,5940.072360404529,0.4026749522945202,378.15485364647395,0.36181186842268726
North America,2001,Forest,802.4397040055104,0.4383360295636136,37.56354077910314,-0.7989888619087973
Africa,2009,Barren Land,7169.9626215920325,0.10773948904226396,3.6105610079689336,0.33744249080988303
Arctic,2021,Barren Land,7934.186066285162,0.11782342052271506,35.59192354445091,0.6197208404619687
North America,2016,Wetlands,2882.722904075422,0.1471825697787252,377.22495273641,2.0058854515989157
Asia,2002,Agriculture,1148.9726717129377,0.7786860341037354,291.97160665118804,1.0723159787458643
South America,2006,Agriculture,6169.634181697413,0.7880710963320657,89.87374853824535,-0.2746693936851653
Asia,2011,Urban,841.650321218646,0.31078186774056565,787.1201355781527,0.33475000067507266
Asia,2007,Urban,899.5887905252121,0.3017343245932105,625.4582594286965,-1.1681690838283825
Africa,2019,Agriculture,17115.84353954237,0.2770643628223815,260.8997643374327,0.5618216788714424
Arctic,2011,Forest,7107.136680756819,0.2960573637651235,135.67938122198376,2.845408557919197
South America,2002,Agriculture,3604.8590879884455,0.8262750175747176,106.41144715105618,0.26632730340403016
North America,2016,Urban,4888.774382353534,0.2831301740950606,202.671335342653,0.9022843194974183
North America,2008,Water,1513.6797582474235,0.10145622876348873,789.0009743226549,-0.0070316599372785464
Australia,2009,Barren Land,3916.57584806466,0.46754126112303485,186.03712705971967,-0.10138357051481206
Europe,2021,Wetlands,1267.8334364954135,0.10853615940772371,191.0347201915027,-0.6598683209575276
Australia,2005,Water,1230.2540154273702,0.3245288375845399,24.816483253358477,0.5559036566829471
Australia,2024,Water,6385.993119163178,0.4486099529815081,71.22842719490633,-0.8365585223261345
North America,2000,Barren Land,2352.18139281861,0.8143194341202232,51.544564029586574,0.4143589284418486
Africa,2021,Agriculture,3069.7619721510537,0.6235074273178612,299.8874271806801,0.3032225570375764
Asia,2011,Forest,4550.901616848077,0.4679851828703113,115.03399789239744,1.3439833108611732
Arctic,2004,Water,1977.9088616818208,0.24626196098116843,2.4047713570869154,2.583502861391101
Asia,2012,Forest,2820.6723568288503,0.904693909053095,213.9880641873267,-1.7568024794052701
Asia,2014,Wetlands,10323.586562812541,0.3397244792909706,331.8879589042434,-0.6635188997755513
South America,2021,Wetlands,892.4361082051141,0.5920278203749332,400.1410158190697,-0.6894862199992348
North America,2010,Wetlands,9236.969319015057,0.30979750711028037,545.1562448033721,-0.7318840186938158
Arctic,2007,Urban,19762.162340890747,0.09679414995578602,19.730875811438242,2.966601181496465
Africa,2004,Water,1444.7770640908168,0.11972680284965068,178.3079532912977,-2.2033590643074876
South America,2001,Wetlands,1112.8304603189915,0.7818202555933536,345.7195617880157,1.4244533260997099
Europe,2011,Urban,5188.276074001717,0.055471626083897586,4.036459428893581,0.9985348722226121
Africa,2001,Wetlands,5506.509271632829,0.2794883998707454,361.37854857792433,0.18575453793769325
Australia,2015,Agriculture,1750.3695495166198,0.3668095031670484,156.10218649546223,0.349199060671282
Africa,2020,Water,12162.34539387401,0.6001288934137452,217.10826245521878,0.07501058429890711
Africa,2002,Urban,3758.500038213554,0.2704107089840178,126.48954819602749,0.15858265324722112
Asia,2009,Wetlands,4135.0728011305055,0.16436083382835465,40.840611469130295,1.126343440160244
Africa,2018,Urban,8554.078606011322,0.05390895548313293,184.7530395035944,-0.2237038421037709
Australia,2007,Wetlands,4860.584667586949,0.739191909303479,110.5385252220046,0.6003392772719228
